Company Name,Sales Growth,ROA,Total Accruals,Operating Cash Flow,CAPEX,R&D,Leverage Ratio,Working Capital Ratio,ForeignOp,ETR,Market-to-Book,Log(Total Assets),Big N,year,Bog Index,Tax Effectiveness,Accounting Analytics Mention,Fama-French industry code (5 industries),nyyear,NYWorking Capital Ratio,NYLeverage Ratio,NYROA,NYBig N,NYCAPEX,NYR&D,NYForeignOp,NYSales Growth,NYMarket-to-Book,NYETR,NYBog Index,NYAccounting Analytics Mention,Log(Total Assets),NYTax Effectiveness,NYTotal Accruals,NYOperating Cash Flow
ADDUS HOMECARE CORP,0.190,0.052,0.055,-0.003,0.007,0.000,0.097,2.640,0.000,0.251,2.542,5.443,0.000,2016.000,80.000,1.000,0.000,"Healthcare, Medical Equipment, and Drugs",2017.000,2.896,0.149,0.051,1.000,0.014,0.000,0.000,0.062,2.312,0.390,81.000,0.000,5.588,0.771,-0.147,0.198
ADDUS HOMECARE CORP,0.062,0.051,-0.147,0.198,0.014,0.000,0.149,2.896,0.000,0.390,2.312,5.588,1.000,2017.000,81.000,0.771,0.000,"Healthcare, Medical Equipment, and Drugs",2018.000,3.016,0.048,0.049,1.000,0.015,0.000,0.000,0.217,3.234,0.206,92.000,0.000,5.873,0.747,-0.044,0.093
HYATT HOTELS CORP,0.023,0.026,-0.037,0.063,0.027,0.000,0.186,1.233,1.000,0.294,1.852,8.955,1.000,2016.000,83.000,0.330,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.374,0.188,0.032,1.000,0.039,0.000,1.000,0.056,2.482,0.564,83.000,0.000,8.945,0.362,-0.048,0.081
HYATT HOTELS CORP,0.056,0.032,-0.048,0.081,0.039,0.000,0.188,1.374,1.000,0.564,2.482,8.945,1.000,2017.000,83.000,0.362,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,1.268,0.212,0.101,1.000,0.039,0.000,1.000,-0.050,1.964,0.191,88.000,0.000,8.942,0.562,0.056,0.045
HYATT HOTELS CORP,-0.050,0.101,0.056,0.045,0.039,0.000,0.212,1.268,1.000,0.191,1.964,8.942,1.000,2018.000,88.000,0.562,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,1.571,0.238,0.091,1.000,0.044,0.000,1.000,0.129,2.300,0.239,88.000,0.000,9.038,1.000,0.044,0.047
FORTINET INC,0.264,0.015,-0.147,0.162,0.031,0.086,0.000,1.855,1.000,0.254,6.223,7.669,1.000,2016.000,89.000,0.653,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.671,0.000,0.014,1.000,0.060,0.093,1.000,0.172,12.446,0.747,88.000,1.000,7.722,0.601,-0.249,0.262
FORTINET INC,0.172,0.014,-0.249,0.262,0.060,0.093,0.000,1.671,1.000,0.747,12.446,7.722,1.000,2017.000,88.000,0.601,1.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.768,0.000,0.108,1.000,0.017,0.079,1.000,0.205,11.838,-0.324,93.000,0.000,8.032,0.761,-0.100,0.208
FORTINET INC,0.205,0.108,-0.100,0.208,0.017,0.079,0.000,1.768,1.000,-0.324,11.838,8.032,1.000,2018.000,93.000,0.761,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.879,0.008,0.084,1.000,0.024,0.071,1.000,0.197,13.867,0.139,94.000,0.000,8.265,0.922,-0.124,0.208
KAR AUCTION SERVICES INC,0.193,0.034,-0.021,0.055,0.024,0.000,0.365,1.217,1.000,0.374,4.168,8.788,1.000,2016.000,94.000,0.640,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.313,0.382,0.052,1.000,0.022,0.000,1.000,0.098,4.569,0.090,95.000,1.000,8.851,0.694,-0.032,0.084
KAR AUCTION SERVICES INC,0.098,0.052,-0.032,0.084,0.022,0.000,0.382,1.313,1.000,0.090,4.569,8.851,1.000,2017.000,95.000,0.694,1.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,1.263,0.368,0.046,1.000,0.027,0.000,1.000,0.090,4.331,0.247,98.000,1.000,8.883,0.752,-0.059,0.104
KAR AUCTION SERVICES INC,0.090,0.046,-0.059,0.104,0.027,0.000,0.368,1.263,1.000,0.247,4.331,8.883,1.000,2018.000,98.000,0.752,1.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,1.289,0.339,0.029,1.000,0.025,0.000,1.000,-0.262,1.701,0.290,97.000,1.000,8.792,0.754,-0.054,0.082
SORRENTO THERAPEUTICS INC,0.719,-0.152,0.025,-0.177,0.017,0.217,0.117,1.178,0.000,0.014,3.115,5.995,1.000,2016.000,103.000,0.208,0.000,"Healthcare, Medical Equipment, and Drugs",2017.000,0.448,0.012,0.021,1.000,0.025,0.189,0.000,0.719,1.579,1.000,104.000,0.000,6.068,0.264,0.125,-0.230
SORRENTO THERAPEUTICS INC,0.719,0.021,0.125,-0.230,0.025,0.189,0.012,0.448,0.000,1.000,1.579,6.068,1.000,2017.000,104.000,0.264,0.000,"Healthcare, Medical Equipment, and Drugs",2018.000,2.914,0.358,-0.326,1.000,0.018,0.141,1.000,-0.386,1.401,0.029,109.000,0.000,6.436,0.222,-0.147,-0.179
SORRENTO THERAPEUTICS INC,-0.386,-0.326,-0.147,-0.179,0.018,0.141,0.358,2.914,1.000,0.029,1.401,6.436,1.000,2018.000,109.000,0.222,0.000,"Healthcare, Medical Equipment, and Drugs",2019.000,0.587,0.450,-0.524,1.000,0.021,0.260,1.000,0.483,7.217,0.001,105.000,0.000,6.324,0.147,-0.214,-0.310
IRIDIUM COMMUNICATIONS INC,0.054,0.032,-0.033,0.064,0.116,0.005,0.474,6.212,1.000,0.377,0.685,8.160,1.000,2016.000,96.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.919,0.442,0.062,1.000,0.106,0.004,1.000,0.033,0.726,-0.956,97.000,0.000,8.238,1.000,-0.007,0.069
IRIDIUM COMMUNICATIONS INC,0.033,0.062,-0.007,0.069,0.106,0.004,0.442,1.919,1.000,-0.956,0.726,8.238,1.000,2017.000,97.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.486,0.456,-0.003,1.000,0.097,0.006,1.000,0.167,1.293,0.352,97.000,0.000,8.298,1.000,-0.069,0.066
IRIDIUM COMMUNICATIONS INC,0.167,-0.003,-0.069,0.066,0.097,0.006,0.456,1.486,1.000,0.352,1.293,8.298,1.000,2018.000,97.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,3.015,0.495,-0.045,1.000,0.033,0.004,1.000,0.072,2.223,0.257,96.000,0.000,8.195,1.000,-0.099,0.055
MINIM INC,0.650,-0.155,-0.307,0.152,0.011,0.221,0.000,1.466,0.000,-0.011,10.603,2.174,0.000,2017.000,77.000,0.113,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.407,0.000,-0.006,0.000,0.019,0.145,0.000,0.099,6.240,-0.542,68.000,0.000,2.503,0.132,0.125,-0.148
MINIM INC,0.099,-0.006,0.125,-0.148,0.019,0.145,0.000,1.407,0.000,-0.542,6.240,2.503,0.000,2018.000,68.000,0.132,0.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.687,0.000,-0.236,0.000,0.013,0.161,0.000,0.164,4.043,-0.008,68.000,0.000,2.632,0.106,-0.125,-0.111
VERTEX ENERGY INC,0.242,-0.026,-0.090,0.064,0.030,0.000,0.174,1.385,0.000,0.000,1.497,4.433,0.000,2018.000,99.000,0.041,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,1.105,0.354,-0.061,0.000,0.028,0.000,0.000,-0.096,2.993,0.000,105.000,0.000,4.794,0.055,-0.081,0.020
GENERAC HOLDINGS INC,0.097,0.053,-0.083,0.136,0.016,0.020,0.541,1.999,0.000,0.368,6.368,7.529,1.000,2016.000,87.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2017.000,2.105,0.449,0.079,1.000,0.016,0.021,0.000,0.158,5.520,0.213,86.000,0.000,7.611,1.000,-0.050,0.129
GENERAC HOLDINGS INC,0.158,0.079,-0.050,0.129,0.016,0.021,0.449,2.105,0.000,0.213,5.520,7.611,1.000,2017.000,86.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2018.000,1.999,0.361,0.098,1.000,0.020,0.021,0.000,0.210,4.061,0.225,90.000,0.000,7.794,1.000,-0.004,0.102
GENERAC HOLDINGS INC,0.210,0.098,-0.004,0.102,0.020,0.021,0.361,1.999,0.000,0.225,4.061,7.794,1.000,2018.000,90.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2019.000,2.406,0.325,0.095,1.000,0.023,0.026,0.000,0.089,6.096,0.211,92.000,0.000,7.888,1.000,-0.021,0.116
CALIX INC,0.126,-0.077,-0.146,0.069,0.028,0.260,0.000,1.807,1.000,-0.013,1.786,5.873,1.000,2016.000,97.000,0.256,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,1.266,0.000,-0.281,1.000,0.027,0.260,1.000,0.112,2.114,-0.015,95.000,1.000,5.687,0.217,-0.069,-0.213
CALIX INC,0.112,-0.281,-0.069,-0.213,0.027,0.260,0.000,1.266,1.000,-0.015,2.114,5.687,1.000,2017.000,95.000,0.217,1.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.216,0.000,-0.061,1.000,0.033,0.260,1.000,-0.135,3.462,-0.028,101.000,1.000,5.759,0.177,-0.072,0.011
CALIX INC,-0.135,-0.061,-0.072,0.011,0.033,0.260,0.000,1.216,1.000,-0.028,3.462,5.759,1.000,2018.000,101.000,0.177,1.000,"Business Equipment, Telephone and Television Transmission",2019.000,1.245,0.048,-0.056,1.000,0.042,0.256,1.000,-0.038,2.932,-0.070,103.000,1.000,5.758,0.181,-0.071,0.015
SPS COMMERCE INC,0.219,0.019,-0.044,0.063,0.027,0.074,0.000,5.781,0.000,0.355,4.789,5.698,1.000,2016.000,79.000,0.435,1.000,"Business Equipment, Telephone and Television Transmission",2017.000,5.086,0.000,-0.007,1.000,0.022,0.069,0.000,0.141,3.006,1.000,82.000,1.000,5.816,0.496,-0.100,0.093
SPS COMMERCE INC,0.141,-0.007,-0.100,0.093,0.022,0.069,0.000,5.086,0.000,1.000,3.006,5.816,1.000,2017.000,82.000,0.496,1.000,"Business Equipment, Telephone and Television Transmission",2018.000,4.416,0.000,0.062,1.000,0.036,0.057,0.000,0.125,4.480,0.158,89.000,1.000,5.956,0.480,-0.081,0.142
SPS COMMERCE INC,0.125,0.062,-0.081,0.142,0.036,0.057,0.000,4.416,0.000,0.158,4.480,5.956,1.000,2018.000,89.000,0.480,1.000,"Business Equipment, Telephone and Television Transmission",2019.000,4.207,0.042,0.075,1.000,0.030,0.063,0.000,0.124,5.444,0.199,89.000,1.000,6.104,0.577,-0.085,0.160
FINANCIAL ENGINES INC,0.364,0.034,-0.055,0.089,0.008,0.045,0.000,3.190,0.000,0.420,3.059,6.734,1.000,2016.000,89.000,0.848,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,5.092,0.000,0.050,1.000,0.009,0.048,0.000,0.133,2.260,0.461,89.000,0.000,6.831,0.792,-0.081,0.132
SEMGROUP CORP,-0.084,0.001,-0.055,0.055,0.102,0.000,0.342,1.302,1.000,0.459,1.909,8.031,0.000,2016.000,88.000,0.356,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.178,0.531,-0.003,0.000,0.086,0.000,1.000,0.563,1.433,0.122,92.000,0.000,8.590,0.439,-0.029,0.026
SEMGROUP CORP,0.563,-0.003,-0.029,0.026,0.086,0.000,0.531,1.178,1.000,0.122,1.433,8.590,0.000,2017.000,92.000,0.439,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,1.123,0.437,-0.005,0.000,0.075,0.000,1.000,0.202,0.732,-1.000,117.000,0.000,8.558,0.394,-0.057,0.052
TELENAV INC,0.144,-0.162,-0.148,-0.014,0.018,0.260,0.000,3.587,1.000,-0.015,1.455,5.386,0.000,2016.000,86.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,2.241,0.000,-0.182,0.000,0.005,0.260,1.000,-0.075,3.174,-0.018,88.000,0.000,5.559,1.000,-0.146,-0.036
TELENAV INC,-0.075,-0.182,-0.146,-0.036,0.005,0.260,0.000,2.241,1.000,-0.018,3.174,5.559,0.000,2017.000,88.000,1.000,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,1.619,0.000,-0.278,0.000,0.015,0.260,1.000,-0.374,8.094,-0.011,92.000,0.000,5.770,1.000,-0.256,-0.022
PIONEER POWER SOLUTIONS INC,0.074,-0.014,0.108,-0.122,0.009,0.000,0.052,1.056,1.000,-1.000,1.976,4.349,0.000,2016.000,92.000,0.708,0.000,"Manufacturing, Energy, and Utilities",2017.000,1.036,0.059,-0.134,0.000,0.021,0.000,1.000,-0.114,3.795,1.000,98.000,0.000,4.247,1.000,-0.154,0.020
PIONEER POWER SOLUTIONS INC,-0.114,-0.134,-0.154,0.020,0.021,0.000,0.059,1.036,1.000,1.000,3.795,4.247,0.000,2017.000,98.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2018.000,0.895,0.083,-0.078,0.000,0.008,0.000,1.000,0.049,3.833,-0.057,80.000,0.000,4.284,1.000,-0.108,0.030
PIONEER POWER SOLUTIONS INC,0.049,-0.078,-0.108,0.030,0.008,0.000,0.083,0.895,1.000,-0.057,3.833,4.284,0.000,2018.000,80.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2019.000,2.023,0.036,-0.051,0.000,0.005,0.000,0.000,-0.386,1.205,-0.119,92.000,0.000,3.336,1.000,0.125,-0.198
NATIONAL AMERN UNIV HLDG INC,-0.189,-0.076,-0.179,0.103,0.014,0.000,0.164,3.082,0.000,0.353,1.208,4.259,1.000,2016.000,88.000,0.917,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.921,0.195,-0.109,1.000,0.096,0.000,0.000,-0.099,2.111,0.199,88.000,0.000,4.053,0.422,-0.123,0.014
DOUGLAS DYNAMICS INC,0.040,0.058,-0.046,0.104,0.015,0.005,0.457,3.545,0.000,0.388,3.435,6.510,1.000,2016.000,82.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2017.000,2.452,0.401,0.081,1.000,0.011,0.004,0.000,0.141,3.327,-0.046,83.000,0.000,6.530,1.000,-0.016,0.097
DOUGLAS DYNAMICS INC,0.141,0.081,-0.016,0.097,0.011,0.004,0.401,2.452,0.000,-0.046,3.327,6.530,1.000,2017.000,83.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2018.000,2.518,0.359,0.065,1.000,0.014,0.005,0.000,0.103,2.881,0.213,86.000,0.000,6.516,1.000,-0.021,0.086
DOUGLAS DYNAMICS INC,0.103,0.065,-0.021,0.086,0.014,0.005,0.359,2.518,0.000,0.213,2.881,6.516,1.000,2018.000,86.000,1.000,0.000,"Manufacturing, Energy, and Utilities",2019.000,2.708,0.342,0.070,1.000,0.016,0.008,0.000,0.091,4.003,0.215,95.000,0.000,6.559,1.000,-0.040,0.110
S&W SEED CO,0.183,0.003,-0.050,0.053,0.021,0.022,0.088,1.391,1.000,1.000,1.098,4.844,0.000,2016.000,86.000,0.194,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.105,0.009,-0.101,0.000,0.025,0.026,1.000,-0.215,1.219,-1.000,84.000,0.000,4.763,0.232,-0.013,-0.088
S&W SEED CO,-0.215,-0.101,-0.013,-0.088,0.025,0.026,0.009,1.105,1.000,-1.000,1.219,4.763,0.000,2017.000,84.000,0.232,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,1.884,0.094,-0.034,0.000,0.009,0.028,1.000,-0.150,0.968,-0.031,80.000,0.000,4.926,0.274,0.125,-0.161
S&W SEED CO,-0.150,-0.034,0.125,-0.161,0.009,0.028,0.094,1.884,1.000,-0.031,0.968,4.926,0.000,2018.000,80.000,0.274,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,2.701,0.083,-0.064,0.000,0.005,0.043,1.000,0.712,0.878,0.016,91.000,0.000,4.986,0.192,-0.209,0.146
QUINSTREET INC,0.055,-0.101,-0.106,0.005,0.028,0.085,0.000,1.695,1.000,-0.007,1.296,5.263,1.000,2016.000,86.000,0.176,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.900,0.000,-0.070,1.000,0.019,0.077,1.000,0.007,1.605,0.081,85.000,0.000,5.161,0.160,-0.176,0.106
QUINSTREET INC,0.007,-0.070,-0.176,0.106,0.019,0.077,0.000,1.900,1.000,0.081,1.605,5.161,1.000,2017.000,85.000,0.160,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,2.023,0.000,0.072,1.000,0.013,0.063,1.000,0.349,4.122,0.035,90.000,0.000,5.395,0.194,-0.050,0.122
QUINSTREET INC,0.349,0.072,-0.050,0.122,0.013,0.063,0.000,2.023,1.000,0.035,4.122,5.395,1.000,2018.000,90.000,0.194,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,1.713,0.000,0.192,1.000,0.013,0.038,1.000,0.126,3.593,-1.000,91.000,0.000,5.783,0.376,0.076,0.117
EXPRESS INC,0.085,0.099,-0.096,0.195,0.098,0.000,0.059,1.670,0.000,0.389,2.221,7.072,1.000,2016.000,86.000,0.773,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,1.821,0.058,0.048,1.000,0.083,0.000,0.000,-0.067,1.311,0.366,86.000,1.000,7.078,0.607,-0.109,0.158
EXPRESS INC,-0.067,0.048,-0.109,0.158,0.083,0.000,0.058,1.821,0.000,0.366,1.311,7.078,1.000,2017.000,86.000,0.607,1.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,1.943,0.056,0.016,1.000,0.048,0.000,0.000,-0.025,0.819,0.309,90.000,1.000,7.080,0.461,-0.084,0.100
EXPRESS INC,-0.025,0.016,-0.084,0.100,0.048,0.000,0.056,1.943,0.000,0.309,0.819,7.080,1.000,2018.000,90.000,0.461,1.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,1.864,0.060,0.009,1.000,0.046,0.000,0.000,-0.010,0.611,0.525,89.000,1.000,6.991,0.236,-0.059,0.068
GREEN DOT CORP,0.035,0.024,-0.040,0.064,0.025,0.000,0.046,1.055,0.000,0.324,1.740,7.462,1.000,2016.000,85.000,0.618,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,0.989,0.027,0.039,1.000,0.020,0.000,0.000,0.238,4.030,0.170,87.000,0.000,7.695,0.623,-0.060,0.099
GREEN DOT CORP,0.238,0.039,-0.060,0.099,0.020,0.000,0.027,0.989,0.000,0.170,4.030,7.695,1.000,2017.000,87.000,0.623,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,1.029,0.000,0.052,1.000,0.027,0.000,0.000,0.170,4.625,0.041,93.000,0.000,7.735,0.635,-0.058,0.110
GREEN DOT CORP,0.170,0.052,-0.058,0.110,0.027,0.000,0.000,1.029,0.000,0.041,4.625,7.735,1.000,2018.000,93.000,0.635,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,0.974,0.010,0.041,1.000,0.032,0.000,0.000,0.033,1.302,0.175,93.000,0.000,7.808,0.689,-0.037,0.077
OASIS PETROLEUM INC,-0.108,-0.039,-0.076,0.037,0.175,0.000,0.372,0.626,0.000,0.346,1.224,8.729,1.000,2016.000,92.000,0.866,0.000,"Manufacturing, Energy, and Utilities",2017.000,0.654,0.317,0.019,1.000,0.107,0.000,0.000,0.719,0.671,1.000,95.000,0.000,8.797,0.845,-0.058,0.077
OASIS PETROLEUM INC,0.719,0.019,-0.058,0.077,0.107,0.000,0.317,0.654,0.000,1.000,0.671,8.797,1.000,2017.000,95.000,0.845,0.000,"Manufacturing, Energy, and Utilities",2018.000,0.906,0.359,-0.005,1.000,0.175,0.000,0.000,0.719,0.471,0.231,102.000,0.000,8.939,0.718,-0.135,0.131
OASIS PETROLEUM INC,0.719,-0.005,-0.135,0.131,0.175,0.000,0.359,0.906,0.000,0.231,0.471,8.939,1.000,2018.000,102.000,0.718,0.000,"Manufacturing, Energy, and Utilities",2019.000,0.725,0.364,-0.017,1.000,0.119,0.000,0.000,-0.108,0.446,0.265,99.000,0.000,8.923,0.740,-0.136,0.119
CBOE GLOBAL MARKETS INC,0.035,0.208,-0.092,0.262,0.093,0.000,0.000,2.616,0.000,0.394,18.890,6.167,1.000,2016.000,94.000,1.000,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,1.301,0.235,0.076,1.000,0.007,0.000,1.000,0.719,4.516,-0.198,93.000,0.000,8.569,0.993,0.005,0.071
CBOE GLOBAL MARKETS INC,0.719,0.076,0.005,0.071,0.007,0.000,0.235,1.301,1.000,-0.198,4.516,8.569,1.000,2017.000,93.000,0.993,0.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,1.147,0.172,0.080,1.000,0.007,0.000,1.000,0.242,3.369,0.256,100.000,1.000,8.579,0.948,-0.021,0.100
CBOE GLOBAL MARKETS INC,0.242,0.080,-0.021,0.100,0.007,0.000,0.172,1.147,1.000,0.256,3.369,8.579,1.000,2018.000,100.000,0.948,1.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,2.158,0.179,0.073,1.000,0.007,0.000,1.000,-0.098,3.957,0.260,108.000,1.000,8.540,0.891,-0.051,0.124
GENMARK DIAGNOSTICS INC,0.250,-0.528,-0.186,-0.331,0.087,0.260,0.148,2.212,1.000,-0.002,14.936,4.386,1.000,2016.000,95.000,0.154,0.000,"Healthcare, Medical Equipment, and Drugs",2017.000,3.439,0.165,-0.509,1.000,0.040,0.260,1.000,0.066,3.261,-0.002,95.000,0.000,4.800,0.175,-0.069,-0.331
GENMARK DIAGNOSTICS INC,0.066,-0.509,-0.069,-0.331,0.040,0.260,0.165,3.439,1.000,-0.002,3.261,4.800,1.000,2017.000,95.000,0.175,0.000,"Healthcare, Medical Equipment, and Drugs",2018.000,3.373,0.388,-0.528,1.000,0.028,0.260,1.000,0.347,8.148,-0.003,103.000,0.000,4.532,0.172,-0.193,-0.331
GENMARK DIAGNOSTICS INC,0.347,-0.528,-0.193,-0.331,0.028,0.260,0.388,3.373,1.000,-0.003,8.148,4.532,1.000,2018.000,103.000,0.172,0.000,"Healthcare, Medical Equipment, and Drugs",2019.000,3.430,0.651,-0.425,1.000,0.019,0.243,1.000,0.244,19.786,-0.001,104.000,0.000,4.714,0.135,-0.111,-0.313
MAXLINEAR INC,0.291,0.145,-0.133,0.262,0.020,0.234,0.000,3.924,1.000,0.038,4.023,6.047,0.000,2016.000,96.000,0.378,1.000,"Business Equipment, Telephone and Television Transmission",2017.000,2.635,0.421,-0.011,0.000,0.009,0.139,1.000,0.084,4.596,0.730,98.000,1.000,6.715,0.329,-0.102,0.091
MAXLINEAR INC,0.084,-0.011,-0.102,0.091,0.009,0.139,0.421,2.635,1.000,0.730,4.596,6.715,0.000,2017.000,98.000,0.329,1.000,"Business Equipment, Telephone and Television Transmission",2018.000,2.559,0.346,-0.035,0.000,0.011,0.162,1.000,-0.084,3.061,0.203,100.000,1.000,6.605,0.265,-0.174,0.139
MAXLINEAR INC,-0.084,-0.035,-0.174,0.139,0.011,0.162,0.346,2.559,1.000,0.203,3.061,6.605,0.000,2018.000,100.000,0.265,1.000,"Business Equipment, Telephone and Television Transmission",2019.000,2.731,0.306,-0.028,0.000,0.010,0.139,1.000,-0.176,3.679,0.387,99.000,1.000,6.559,0.274,-0.139,0.111
ENVESTNET INC,0.374,-0.064,-0.152,0.088,0.016,0.034,0.290,0.725,1.000,-0.372,3.692,6.771,1.000,2016.000,89.000,0.072,1.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2017.000,0.934,0.279,-0.004,1.000,0.017,0.000,1.000,0.183,5.108,-0.942,88.000,1.000,6.759,0.060,-0.130,0.126
ENVESTNET INC,0.183,-0.004,-0.130,0.126,0.017,0.000,0.279,0.934,1.000,-0.942,5.108,6.759,1.000,2017.000,88.000,0.060,1.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2018.000,1.110,0.224,0.004,1.000,0.016,0.000,1.000,0.188,3.735,1.000,95.000,1.000,7.181,0.061,-0.085,0.089
ENVESTNET INC,0.188,0.004,-0.085,0.089,0.016,0.000,0.224,1.110,1.000,1.000,3.735,7.181,1.000,2018.000,95.000,0.061,1.000,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",2019.000,0.896,0.363,-0.009,1.000,0.011,0.000,1.000,0.108,4.234,0.642,97.000,1.000,7.497,0.041,-0.070,0.060
NOVA LIFESTYLE INC,-0.149,-0.015,0.069,-0.083,0.000,0.001,0.000,6.017,1.000,0.741,0.833,4.344,0.000,2016.000,83.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2017.000,10.848,0.053,0.047,0.000,0.000,0.005,1.000,0.149,0.988,0.423,80.000,0.000,4.380,1.000,0.064,-0.016
NOVA LIFESTYLE INC,0.149,0.047,0.064,-0.016,0.000,0.005,0.053,10.848,1.000,0.423,0.988,4.380,0.000,2017.000,80.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2018.000,7.221,0.000,0.059,0.000,0.000,0.003,0.000,-0.168,0.446,-0.142,83.000,0.000,4.501,1.000,0.125,-0.076
NOVA LIFESTYLE INC,-0.168,0.059,0.125,-0.076,0.000,0.003,0.000,7.221,0.000,-0.142,0.446,4.501,0.000,2018.000,83.000,1.000,0.000,"Consumer Durables, NonDurables, Wholesale, Retail, and Some Services (Laundries, Repair Shops)",2019.000,10.848,0.031,-0.120,0.000,0.000,0.002,0.000,-0.386,0.446,-0.043,85.000,0.000,4.270,1.000,-0.328,0.208
FLEETCOR TECHNOLOGIES INC,0.076,0.047,-0.026,0.073,0.006,0.000,0.262,0.767,1.000,0.296,4.214,9.172,1.000,2016.000,90.000,0.925,0.000,"Business Equipment, Telephone and Television Transmission",2017.000,0.867,0.256,0.065,1.000,0.006,0.000,1.000,0.228,4.700,0.172,90.000,0.000,9.334,0.875,0.006,0.060
FLEETCOR TECHNOLOGIES INC,0.228,0.065,0.006,0.060,0.006,0.000,0.256,0.867,1.000,0.172,4.700,9.334,1.000,2017.000,90.000,0.875,0.000,"Business Equipment, Telephone and Television Transmission",2018.000,0.862,0.245,0.072,1.000,0.007,0.000,1.000,0.082,4.773,0.259,94.000,0.000,9.324,0.818,-0.008,0.081
